,Unnamed: 0,Date,Opponent,Segment,Arena,Location,Attendance
378,13,"September 2, 2021",New York Liberty,Regular season,Angel of the Winds Arena,"Everett, WA",3592
386,4,"May 27, 2022",New York Liberty,Regular season,Climate Pledge Arena,"Seattle, WA",10001
387,5,"May 29, 2022",New York Liberty,Regular season,Climate Pledge Arena,"Seattle, WA",10228
6,6,"June 25, 2010",New York Liberty,Regular season,BOK Center,"Tulsa, OK",4554
20,3,"June 23, 2011",New York Liberty,Regular season,BOK Center,"Tulsa, OK",4682
50,16,"September 20, 2012",New York Liberty,Regular season,BOK Center,"Tulsa, OK",5661
65,14,"September 1, 2013",New York Liberty,Regular season,BOK Center,"Tulsa, OK",5818
70,2,"June 10, 2014",New York Liberty,Regular season,BOK Center,"Tulsa, OK",4542
88,3,"June 26, 2015",New York Liberty,Regular season,BOK Center,"Tulsa, OK",5125
4,4,"July 5, 1997",New York Liberty,Regular season,EnergySolutions Arena,"Salt Lake City, UT",7689
12,12,"August 19, 1997",New York Liberty,Regular season,EnergySolutions Arena,"Salt Lake City, UT",8234
16,2,"June 15, 1998",New York Liberty,Regular season,EnergySolutions Arena,"Salt Lake City, UT",6531
39,10,"August 3, 1999",New York Liberty,Regular season,EnergySolutions Arena,"Salt Lake City, UT",6426
72,11,"July 26, 2001",New York Liberty,Regular season,EnergySolutions Arena,"Salt Lake City, UT",6463
81,3,"June 11, 2002",New York Liberty,Regular season,EnergySolutions Arena,"Salt Lake City, UT",6123
4,4,"July 5, 1998",New York Liberty,Regular season,Verizon Center,"Washington, DC",15162
10,10,"August 1, 1998",New York Liberty,Regular season,Verizon Center,"Washington, DC",18802
20,5,"July 6, 1999",New York Liberty,Regular season,Verizon Center,"Washington, DC",12701
28,13,"August 11, 1999",New York Liberty,Regular season,Verizon Center,"Washington, DC",15388
32,1,"June 4, 2000",New York Liberty,Regular season,Verizon Center,"Washington, DC",15329
43,12,"July 24, 2000",New York Liberty,Regular season,Verizon Center,"Washington, DC",17988
47,16,"August 12, 2000",New York Liberty,Eastern Conference Semifinals,Verizon Center,"Washington, DC",16331
50,2,"June 10, 2001",New York Liberty,Regular season,Verizon Center,"Washington, DC",17715
72,8,"July 13, 2002",New York Liberty,Regular season,Verizon Center,"Washington, DC",17841
79,15,"August 9, 2002",New York Liberty,Regular season,Verizon Center,"Washington, DC",18234
81,17,"August 22, 2002",New York Liberty,Eastern Conference Finals,Verizon Center,"Washington, DC",17218
95,13,"August 9, 2003",New York Liberty,Regular season,Verizon Center,"Washington, DC",13869
97,15,"August 21, 2003",New York Liberty,Regular season,Verizon Center,"Washington, DC",13779
103,4,"June 13, 2004",New York Liberty,Regular season,Verizon Center,"Washington, DC",8784
114,15,"September 9, 2004",New York Liberty,Regular season,Verizon Center,"Washington, DC",10037
119,2,"June 1, 2005",New York Liberty,Regular season,Verizon Center,"Washington, DC",11601
132,15,"August 23, 2005",New York Liberty,Regular season,Verizon Center,"Washington, DC",6010
134,0,"May 23, 2006",New York Liberty,Regular season,Verizon Center,"Washington, DC",6460
139,5,"June 17, 2006",New York Liberty,Regular season,Verizon Center,"Washington, DC",7803
165,13,"August 3, 2007",New York Liberty,Regular season,Verizon Center,"Washington, DC",6801
168,16,"August 16, 2007",New York Liberty,Regular season,Verizon Center,"Washington, DC",8483
180,11,"July 23, 2008",New York Liberty,Regular season,Verizon Center,"Washington, DC",16121
191,5,"July 18, 2009",New York Liberty,Regular season,Verizon Center,"Washington, DC",9968
199,13,"August 16, 2009",New York Liberty,Regular season,Verizon Center,"Washington, DC",10580
204,0,"May 21, 2010",New York Liberty,Regular season,Verizon Center,"Washington, DC",10158
207,3,"June 12, 2010",New York Liberty,Regular season,Verizon Center,"Washington, DC",8492
220,16,"August 20, 2010",New York Liberty,Regular season,Verizon Center,"Washington, DC",13109
230,8,"August 6, 2011",New York Liberty,Regular season,Verizon Center,"Washington, DC",10741
232,10,"August 12, 2011",New York Liberty,Regular season,Verizon Center,"Washington, DC",10092
242,3,"June 8, 2012",New York Liberty,Regular season,Verizon Center,"Washington, DC",9108
254,15,"September 16, 2012",New York Liberty,Regular season,Verizon Center,"Washington, DC",8087
265,9,"July 31, 2013",New York Liberty,Regular season,Verizon Center,"Washington, DC",6711
272,16,"September 15, 2013",New York Liberty,Regular season,Verizon Center,"Washington, DC",9454
276,2,"May 30, 2014",New York Liberty,Regular season,Verizon Center,"Washington, DC",7395
288,14,"August 5, 2014",New York Liberty,Regular season,Verizon Center,"Washington, DC",7105
290,16,"August 16, 2014",New York Liberty,Regular season,Verizon Center,"Washington, DC",9664
292,0,"June 6, 2015",New York Liberty,Regular season,Verizon Center,"Washington, DC",7400
297,5,"July 9, 2015",New York Liberty,Regular season,Verizon Center,"Washington, DC",7028
309,17,"September 20, 2015",New York Liberty,Eastern Conference Semifinals,Verizon Center,"Washington, DC",6619
310,0,"May 14, 2016",New York Liberty,Regular season,Verizon Center,"Washington, DC",11579
320,10,"July 20, 2016",New York Liberty,Regular season,Verizon Center,"Washington, DC",12778
335,8,"June 29, 2017",New York Liberty,Regular season,Capital One Arena,"Washington, DC",5490
354,8,"June 28, 2018",New York Liberty,Regular season,Capital One Arena,"Washington, DC",4473
356,10,"July 5, 2018",New York Liberty,Regular season,Capital One Arena,"Washington, DC",4674
379,13,"August 25, 2019",New York Liberty,Regular season,Entertainment and Sports Arena,"Washington, DC",4200
390,2,"May 21, 2021",New York Liberty,Regular season,Entertainment and Sports Arena,"Washington, DC",1050
409,5,"June 3, 2022",New York Liberty,Regular season,Entertainment and Sports Arena,"Washington, DC",3857
416,12,"July 21, 2022",New York Liberty,Regular season,Capital One Arena,"Washington, DC",7431
